date,vix,fwd_rv
1993-02-01,12.329999923706056,13.277088934925901
1993-02-02,12.25,13.32442985462616
1993-02-03,12.119999885559082,12.999193292738815
1993-02-04,12.289999961853027,12.942404557150166
1993-02-05,12.899999618530272,15.181017013855252
1993-02-08,13.220000267028809,15.255166949156514
1993-02-09,13.479999542236328,14.987886245924903
1993-02-10,13.43000030517578,15.050323447777666
1993-02-11,12.6899995803833,15.484704535268865
1993-02-12,12.380000114440918,15.278973727656977
1993-02-16,15.760000228881836,11.709171935423875
1993-02-17,15.899999618530272,12.042105505552483
1993-02-18,15.5600004196167,12.10150762160846
1993-02-19,15.020000457763672,12.156379668214528
1993-02-22,14.699999809265137,12.418872824447073
1993-02-23,15.039999961853027,12.394336297227754
1993-02-24,14.720000267028809,11.66950162335105
1993-02-25,13.760000228881836,11.816147481171555
1993-02-26,13.15999984741211,12.051388494916328
1993-03-01,13.600000381469728,12.028569647501683
1993-03-02,12.489999771118164,10.939813374909535
1993-03-03,13.130000114440918,10.862404393327775
1993-03-04,13.4399995803833,10.737372883019338
1993-03-05,14.079999923706056,13.143046429513458
1993-03-08,16.219999313354492,10.342435196871563
1993-03-09,14.170000076293944,10.328818711935535
1993-03-10,13.90999984741211,10.40593517250393
1993-03-11,14.260000228881836,10.391505161985046
1993-03-12,15.65999984741211,11.1181361192066
1993-03-15,14.739999771118164,11.002376560988234
1993-03-16,14.510000228881836,11.011583941904373
1993-03-17,14.529999732971191,10.777399256743013
1993-03-18,14.170000076293944,10.534206371260753
1993-03-19,13.229999542236328,10.6211917688336
1993-03-22,13.65999984741211,10.579913117819078
1993-03-23,13.020000457763672,10.54326179520606
1993-03-24,12.4399995803833,11.407639340052505
1993-03-25,12.079999923706056,11.1220405104897
1993-03-26,12.210000038146973,11.262692228935208
1993-03-29,12.630000114440918,11.938355648114126
1993-03-30,12.229999542236328,11.839423150495453
1993-03-31,12.529999732971191,12.020603602635962
1993-04-01,13.020000457763672,12.032618196779529
1993-04-02,14.5,9.728079760890646
1993-04-05,14.119999885559082,9.649349012800915
1993-04-06,14.239999771118164,9.624115200499093
1993-04-07,13.640000343322754,9.650466663085206
1993-04-08,12.829999923706056,9.668267247410235
1993-04-12,11.93000030517578,8.20325318167856
1993-04-13,11.699999809265137,8.326746840540537
1993-04-14,11.760000228881836,8.326928736544478
1993-04-15,10.960000038146973,9.280568704313664
1993-04-16,11.289999961853027,9.273652504592068
1993-04-19,12.0600004196167,9.333427816340594
1993-04-20,11.9399995803833,9.19902304255209
1993-04-21,12.109999656677246,11.78968838760177
1993-04-22,12.68000030517578,10.701542843583695
1993-04-23,13.359999656677246,11.158390426557776
1993-04-26,15.25,10.676698844816418
1993-04-27,13.93000030517578,10.136556518502665
1993-04-28,13.119999885559082,10.777655977594488
1993-04-29,12.800000190734863,10.911032135065593
1993-04-30,12.420000076293944,11.150602874587573
1993-05-03,12.899999618530272,11.403225863500221
1993-05-04,12.140000343322754,11.420072505123287
1993-05-05,12.380000114440918,11.521511052029576
1993-05-06,13.220000267028809,11.51815589444656
1993-05-07,13.010000228881836,11.575178177968546
1993-05-10,13.720000267028809,12.083082262591931
1993-05-11,13.350000381469728,12.054860780486468
1993-05-12,13.5600004196167,12.03905408951364
1993-05-13,14.760000228881836,11.170668380764685
1993-05-14,14.390000343322754,11.188536900522566
1993-05-17,14.130000114440918,11.20766800685964
1993-05-18,14.1899995803833,11.19911164874298
1993-05-19,14.289999961853027,8.651922231976622
1993-05-20,13.979999542236328,9.088589985516704
1993-05-21,14.510000228881836,8.523588237130854
1993-05-24,14.100000381469728,8.395343474097286
1993-05-25,14.039999961853027,8.954050301933105
1993-05-26,12.880000114440918,9.135652494415353
1993-05-27,13.100000381469728,9.070999553290235
1993-05-28,13.470000267028809,9.769649574388534
1993-06-01,13.670000076293944,9.300101534283595
1993-06-02,13.479999542236328,9.291936151339975
1993-06-03,13.539999961853027,9.264893933634124
1993-06-04,12.859999656677246,9.394125460634855
1993-06-07,14.06999969482422,10.025027724041689
1993-06-08,14.739999771118164,9.584217224808837
1993-06-09,13.960000038146973,10.327600130717872
1993-06-10,13.3100004196167,10.364244739799599
1993-06-11,12.710000038146973,10.274631524216984
1993-06-14,12.329999923706056,10.263577249160107
1993-06-15,11.989999771118164,10.288114082811207
1993-06-16,11.869999885559082,10.398671460225902
1993-06-17,11.65999984741211,10.373566394890087
1993-06-18,12.239999771118164,9.924493553572978
1993-06-21,12.25,9.944541604787029
1993-06-22,11.649999618530272,9.949064825363285
1993-06-23,12.039999961853027,9.707487841144669
1993-06-24,12.25,8.606228921581632
1993-06-25,11.25,8.833901898001253
1993-06-28,11.109999656677246,7.84085446885157
1993-06-29,11.289999961853027,7.692533049782256
1993-06-30,11.260000228881836,7.964215920336214
1993-07-01,11.510000228881836,8.15348915099615
1993-07-02,11.329999923706056,7.946478001868698
1993-07-06,13.869999885559082,6.83309869995948
1993-07-07,13.050000190734863,6.799786479615902
1993-07-08,12.239999771118164,5.617814825744119
1993-07-09,10.800000190734863,5.549923402014091
1993-07-12,10.850000381469728,5.878445703013605
1993-07-13,11.020000457763672,5.878331909811876
1993-07-14,10.779999732971191,5.758632702375378
1993-07-15,10.600000381469728,5.639954797272642
1993-07-16,10.960000038146973,5.539443637843871
1993-07-19,11.460000038146973,5.807219061846222
1993-07-20,11.050000190734863,5.842086131303361
1993-07-21,11.970000267028809,6.045208721521957
1993-07-22,11.6899995803833,5.266947720139102
1993-07-23,11.31999969482422,5.107312038650837
1993-07-26,11.31999969482422,4.957553055849438
1993-07-27,11.34000015258789,6.064688511756431
1993-07-28,11.369999885559082,5.931354480713715
1993-07-29,11.25,5.743153637327114
1993-07-30,11.729999542236328,5.205983719371371
1993-08-02,11.470000267028809,5.26481807748814
1993-08-03,11.489999771118164,5.266534857745963
1993-08-04,11.710000038146973,5.345240151389938
1993-08-05,12.029999732971191,5.481182890768112
1993-08-06,12.329999923706056,5.490288260921827
1993-08-09,12.390000343322754,6.0125327228366015
1993-08-10,12.3100004196167,6.183385427973706
1993-08-11,12.06999969482422,6.191273172865345
1993-08-12,12.380000114440918,6.629313323254942
1993-08-13,12.1899995803833,6.635315161320755
1993-08-16,12.010000228881836,6.721769623463943
1993-08-17,11.59000015258789,6.690630922234139
1993-08-18,11.520000457763672,6.6845197344287355
1993-08-19,11.630000114440918,6.736807961154271
1993-08-20,11.619999885559082,7.387179433726869
1993-08-23,12.149999618530272,7.452327592342373
1993-08-24,11.800000190734863,6.9785312974586775
1993-08-25,12.100000381469728,7.268109705020665
1993-08-26,12.140000343322754,7.322426200282994
1993-08-27,11.90999984741211,8.308701492917102
1993-08-30,11.739999771118164,8.229140216458871
1993-08-31,11.850000381469728,8.252525351618475
1993-09-01,11.479999542236328,8.268287939224491
1993-09-02,11.869999885559082,8.370219722537087
1993-09-03,11.15999984741211,8.379783354426776
1993-09-07,12.899999618530272,8.000229779333056
1993-09-08,13.239999771118164,7.885820641123299
1993-09-09,12.670000076293944,7.9468182365694116
1993-09-10,11.699999809265137,7.3067827510192265
1993-09-13,12.15999984741211,7.34078788649042
1993-09-14,13.149999618530272,7.194138709168002
1993-09-15,12.699999809265137,7.137195935049968
1993-09-16,13.359999656677246,8.237901742869479
1993-09-17,13.390000343322754,8.299541122231576
1993-09-20,14.600000381469728,7.659784700365034
1993-09-21,17.299999237060547,8.114513335886295
1993-09-22,13.75,7.7047591388194325
1993-09-23,13.359999656677246,7.569307929831852
1993-09-24,12.470000267028809,7.720731929208946
1993-09-27,12.489999771118164,6.773210709114011
1993-09-28,12.1899995803833,6.7300768903998085
1993-09-29,12.630000114440918,6.587473666752997
1993-09-30,12.989999771118164,6.941693165715371
1993-10-01,11.829999923706056,6.802533912001558
1993-10-04,12.850000381469728,6.8341151870487264
1993-10-05,12.970000267028809,6.809643788285954
1993-10-06,12.68000030517578,8.338102440562999
1993-10-07,13.140000343322754,9.177430496224256
1993-10-08,12.039999961853027,9.33073964083167
1993-10-11,12.260000228881836,9.314236769156524
1993-10-12,12.40999984741211,9.303971793873941
1993-10-13,11.380000114440918,9.676473356660614
1993-10-14,11.0,8.523252207015757
1993-10-15,10.869999885559082,8.469935084755463
1993-10-18,11.329999923706056,8.432007083670644
1993-10-19,11.609999656677246,8.195526398018012
1993-10-20,11.31999969482422,8.41400676710327
1993-10-21,11.199999809265137,8.453223093349754
1993-10-22,11.479999542236328,8.316128830241139
1993-10-25,11.829999923706056,8.511710084967266
1993-10-26,11.829999923706056,8.766560658746464
1993-10-27,12.010000228881836,8.891926944101098
1993-10-28,11.880000114440918,8.460247967940388
1993-10-29,11.460000038146973,8.557951464044573
1993-11-01,11.779999732971191,8.487000889876784
1993-11-02,11.739999771118164,8.5171599362244
1993-11-03,13.260000228881836,7.263548965297109
1993-11-04,14.68000030517578,6.085711742919505
1993-11-05,14.970000267028809,5.987654902520938
1993-11-08,14.3100004196167,6.0090917862030055
1993-11-09,13.9399995803833,6.015330884933005
1993-11-10,13.720000267028809,5.630661444274123
1993-11-11,13.880000114440918,5.589252201171484
1993-11-12,13.329999923706056,5.745666514790402
1993-11-15,14.460000038146973,6.3541522357143
1993-11-16,15.109999656677246,6.116076518294167
1993-11-17,15.56999969482422,5.946757181556054
1993-11-18,14.649999618530272,6.1422231020559055
1993-11-19,15.029999732971191,6.074035134907038
1993-11-22,15.899999618530272,5.738130778197688
1993-11-23,14.270000457763672,5.890994968877304
1993-11-24,13.510000228881836,5.791815154702458
1993-11-26,13.770000457763672,6.026478709580737
1993-11-29,14.119999885559082,5.747711465211788
1993-11-30,13.760000228881836,5.814535326452771
1993-12-01,13.829999923706056,6.08454265676821
1993-12-02,13.510000228881836,6.41550038847037
1993-12-03,12.6899995803833,6.355973502682616
1993-12-06,12.84000015258789,6.407390003353342
1993-12-07,12.40999984741211,6.434785678241435
1993-12-08,12.460000038146973,6.434785678241435
1993-12-09,12.43000030517578,6.597113686436101
1993-12-10,12.600000381469728,7.605467469630238
1993-12-13,10.979999542236328,7.490322861507187
1993-12-14,11.130000114440918,7.012035808554367
1993-12-15,11.029999732971191,7.089459997689502
1993-12-16,10.899999618530272,7.117775616180859
1993-12-17,11.079999923706056,6.9414337792169505
1993-12-20,10.75,6.941236169352837
1993-12-21,10.079999923706056,6.8872399613075
1993-12-22,9.3100004196167,6.579911566914616
1993-12-23,9.479999542236328,6.63297746786939
1993-12-27,9.699999809265137,6.585945038994023
1993-12-28,9.81999969482422,6.5518592881712285
1993-12-29,10.460000038146973,6.588739787107599
1993-12-30,10.6899995803833,7.094684528180766
1993-12-31,11.65999984741211,6.7080902610105655
1994-01-03,12.56999969482422,6.829943610533099
1994-01-04,11.90999984741211,7.213865663616456
1994-01-05,10.9399995803833,7.437297398200496
1994-01-06,11.270000457763672,7.736486711201751
1994-01-07,10.960000038146973,11.42083383254314
1994-01-10,10.739999771118164,10.68057471380517
1994-01-11,11.289999961853027,10.671029729420665
1994-01-12,11.649999618530272,10.711472999399387
1994-01-13,12.079999923706056,11.113147095944761
1994-01-14,11.149999618530272,11.083239720734692
1994-01-17,11.880000114440918,11.09739545796475
1994-01-18,11.630000114440918,11.257174840520099
1994-01-19,11.760000228881836,11.217544628664376
1994-01-20,11.15999984741211,11.37266471760819
1994-01-21,11.09000015258789,11.53724807878938
1994-01-24,11.600000381469728,12.034413321209723
1994-01-25,11.380000114440918,12.075734992514823
1994-01-26,11.170000076293944,12.918680939272765
1994-01-27,10.300000190734863,12.550292219176676
1994-01-28,9.9399995803833,12.484824028104283
1994-01-31,10.630000114440918,12.127069975363613
1994-02-01,10.649999618530272,12.097576712706747
1994-02-02,10.609999656677246,11.741394091010488
1994-02-03,10.75,11.798518722581793
1994-02-04,15.25,8.84819530519585
1994-02-07,13.960000038146973,8.77381149191248
1994-02-08,13.65999984741211,8.955464272309955
1994-02-09,13.300000190734863,9.211134713243469
1994-02-10,14.239999771118164,8.984773285046362
1994-02-11,14.460000038146973,8.909937392361753
1994-02-14,14.279999732971191,8.890811020107051
1994-02-15,13.399999618530272,9.164127154282218
1994-02-16,13.130000114440918,9.163033395160443
1994-02-17,13.789999961853027,8.9084792452904
1994-02-18,14.699999809265137,8.68366951718315
1994-02-22,13.520000457763672,7.95969147955803
1994-02-23,13.90999984741211,7.906992929588317
1994-02-24,15.960000038146973,7.631796747685988
1994-02-25,14.800000190734863,8.131313799049833
1994-02-28,14.869999885559082,8.160145352658956
1994-03-01,15.829999923706056,10.621286881456617
1994-03-02,16.079999923706055,11.456423319604587
1994-03-03,16.360000610351562,11.587324583508742
1994-03-04,16.0,12.412796562090554
1994-03-07,14.260000228881836,14.672625115112947
1994-03-08,16.229999542236328,14.670002992248682
1994-03-09,14.40999984741211,14.681988860393053
1994-03-10,16.549999237060547,14.662724404166694
1994-03-11,14.869999885559082,14.593078011619568
1994-03-14,16.610000610351562,14.545966429251383
1994-03-15,14.779999732971191,14.581204606314536
1994-03-16,14.510000228881836,14.118362787265568
1994-03-17,12.760000228881836,14.118362787265568
1994-03-18,13.31999969482422,14.159675064785171
1994-03-21,14.34000015258789,14.243373093138795
1994-03-22,13.390000343322754,14.117273005536147
1994-03-23,12.3100004196167,15.239156445615357
1994-03-24,13.43000030517578,14.790369887505195
1994-03-25,13.670000076293944,15.07676430148953
1994-03-28,14.899999618530272,15.057996832279159
1994-03-29,16.489999771118164,13.52143362922826
1994-03-30,18.59000015258789,12.532380600962451
1994-03-31,20.450000762939453,12.666262956056439
1994-04-04,23.8700008392334,11.127677455544692
1994-04-05,18.1299991607666,8.658559948996219
1994-04-06,17.3799991607666,8.682704111945688
1994-04-07,16.979999542236328,9.219492384255783
1994-04-08,16.920000076293945,9.343764924930962
1994-04-11,16.610000610351562,9.651229569018623
1994-04-12,16.420000076293945,10.156382253029472
1994-04-13,17.020000457763672,10.178318727727374
1994-04-14,16.270000457763672,10.177158749198584
1994-04-15,15.979999542236328,10.178322254158596
1994-04-18,17.219999313354492,11.110899436633046
1994-04-19,16.93000030517578,11.32996965231791
1994-04-20,17.010000228881836,11.359761741098806
1994-04-21,14.93000030517578,10.613527767998233
1994-04-22,14.9399995803833,10.631055176761981
1994-04-25,14.260000228881836,10.090764009832702
1994-04-26,13.800000190734863,10.109448171248317
1994-04-28,14.510000228881836,9.676364717435014
1994-04-29,13.770000457763672,9.64284874135027
1994-05-02,14.109999656677246,9.457819094984565
1994-05-03,13.8100004196167,9.540044546284722
1994-05-04,14.289999961853027,9.518979465998822
1994-05-05,14.5600004196167,9.639992482850529
1994-05-06,15.079999923706056,8.77226185826403
1994-05-09,16.15999984741211,7.9662623898190565
1994-05-10,15.1899995803833,8.430626492203036
1994-05-11,15.550000190734863,7.6117713744307505
1994-05-12,15.460000038146973,7.528503971181753
1994-05-13,14.539999961853027,7.501838261040087
1994-05-16,14.670000076293944,7.764317645372387
1994-05-17,14.079999923706056,6.529013431482114
1994-05-18,12.550000190734863,6.147674964894681
1994-05-19,12.329999923706056,6.399031564354475
1994-05-20,12.789999961853027,7.0162431136318535
1994-05-23,13.489999771118164,7.6704208508800225
1994-05-24,12.729999542236328,7.648595748233554
1994-05-25,12.43000030517578,7.832195531591678
1994-05-26,12.5,10.66651945373002
1994-05-27,12.489999771118164,12.580954636195024
1994-05-31,13.029999732971191,12.663056805831333
1994-06-01,12.720000267028809,12.598465269167852
1994-06-02,12.729999542236328,12.73486909278698
1994-06-03,12.1899995803833,12.529324648823655
1994-06-06,13.029999732971191,12.753453023740185
1994-06-07,13.050000190734863,12.753515262365934
1994-06-08,13.31999969482422,12.616590179523321
1994-06-09,13.210000038146973,12.413254480977008
1994-06-10,12.6899995803833,12.405387837711986
1994-06-13,11.920000076293944,12.406493568551053
1994-06-14,11.600000381469728,12.010554918154725
1994-06-15,11.520000457763672,12.71459482502596
1994-06-16,11.220000267028809,12.68042156255009
1994-06-17,12.3100004196167,12.579698870153727
1994-06-20,13.960000038146973,12.231141055772786
1994-06-21,14.699999809265137,11.934012877161432
1994-06-22,14.020000457763672,11.878163207288427
1994-06-23,14.119999885559082,11.683630547239668
1994-06-24,16.719999313354492,8.507166129376271
1994-06-27,15.529999732971191,6.182149418121526
1994-06-28,15.039999961853027,5.841429269700184
1994-06-29,14.420000076293944,5.797008801892999
1994-06-30,14.970000267028809,6.023680215163103
1994-07-01,14.359999656677246,6.126160731671182
1994-07-05,14.920000076293944,5.983483846716418
1994-07-06,14.699999809265137,5.90218492006394
1994-07-07,14.010000228881836,6.366383198779592
1994-07-08,13.260000228881836,6.549817953192442
1994-07-11,13.829999923706056,6.349200586105253
1994-07-12,13.399999618530272,6.351004632015665
1994-07-13,12.420000076293944,6.409470997470125
1994-07-14,11.640000343322754,5.6155258461545445
1994-07-15,11.279999732971191,6.157102479773703
1994-07-18,11.4399995803833,6.169477071750051
1994-07-19,11.649999618530272,6.428967095241559
1994-07-20,11.699999809265137,6.101896849582809
1994-07-21,11.649999618530272,6.341832169856749
1994-07-22,11.220000267028809,6.377270350661256
1994-07-25,11.460000038146973,6.4233920812511505
1994-07-26,11.65999984741211,6.576909906626367
1994-07-27,11.93000030517578,7.324096960749918
1994-07-28,12.029999732971191,7.501693364222304
1994-07-29,11.130000114440918,8.239661978322578
1994-08-01,11.170000076293944,8.215160674331864
1994-08-02,11.270000457763672,8.22173713957089
1994-08-03,11.350000381469728,8.352505530885276
1994-08-04,12.18000030517578,8.107175256875015
1994-08-05,12.34000015258789,8.185741893904366
1994-08-08,12.40999984741211,8.193015941889586
1994-08-09,12.539999961853027,8.240975886123705
1994-08-10,11.90999984741211,8.297800604488192
1994-08-11,12.130000114440918,9.175127879211018
1994-08-12,11.09000015258789,8.92941057188471
1994-08-15,12.0600004196167,8.962856213792502
1994-08-16,11.390000343322754,8.648357427846044
1994-08-17,11.539999961853027,9.639424133846662
1994-08-18,12.06999969482422,9.959563473876132
1994-08-19,12.829999923706056,9.942105079864612
1994-08-22,12.619999885559082,12.235162682886298
1994-08-23,11.75,12.053328759133898
1994-08-24,11.56999969482422,11.363275263312538
1994-08-25,12.020000457763672,11.38192909478431
1994-08-26,12.1899995803833,10.177788432701124
1994-08-29,11.81999969482422,10.177590429092163
1994-08-30,11.229999542236328,10.598579630720401
1994-08-31,11.970000267028809,10.680219711765062
1994-09-01,11.859999656677246,10.652464827347888
1994-09-02,11.399999618530272,10.598438833185405
1994-09-06,11.6899995803833,11.686950156204356
1994-09-07,11.8100004196167,11.708614754106101
1994-09-08,11.859999656677246,11.446405930081681
1994-09-09,13.119999885559082,11.216459729860976
1994-09-12,14.010000228881836,11.968132787269493
1994-09-13,13.770000457763672,13.135900522510314
1994-09-14,13.09000015258789,13.140254552049502
1994-09-15,11.880000114440918,12.35022636545238
1994-09-16,12.800000190734863,12.20725330078498
1994-09-19,13.0600004196167,12.222112818731896
1994-09-20,14.449999809265137,10.016852296125832
1994-09-21,14.489999771118164,10.10841605352974
1994-09-22,13.890000343322754,10.406092377394286
1994-09-23,14.529999732971191,10.441124615048075
1994-09-26,14.5600004196167,10.78537199988867
1994-09-27,14.130000114440918,10.787296881951649
1994-09-28,13.25,10.49845410426335
1994-09-29,13.970000267028809,10.540517361189327
1994-09-30,14.279999732971191,12.750993501634028
1994-10-03,15.4399995803833,12.80952611950165
1994-10-04,16.65999984741211,12.217128830579444
1994-10-05,15.920000076293944,12.489998071676368
1994-10-06,16.239999771118164,12.44501551755366
1994-10-07,14.920000076293944,13.466458669394429
1994-10-10,14.720000267028809,13.007507782462355
1994-10-11,13.550000190734863,12.18814551631098
